Sitename	VGE	VGN	extant43_01	LandCover	TWIx1000	ThorPot07	ThorInvPot07	RoadDensity5K	AnnualRain	AnnualEvap	NetRainfall	NetRainfallStdev	MaxTempWarmestP	TempRange	Rad_Diffuse	Rad_Direct	PrecipSeasonality	Rad_Duration	MinTempColdestP	PrecipWarmestQ	PrecipColdestQ	NativeTreeProb	TreeProb1Ha_RegionMean	TreeProb10ha_RegionMean	TreeProb1Ha_RegionStdDev	TreeProb10ha_RegionStdDev	NativeGrassProb	GrassProb1Ha_RegionMean	GrassProb1Ha_RegionStdDev	GrassProb10ha_RegionMean	GrassProb10ha_RegionStdDev	B1_98_05	B2_98_05	B3_98_05	B4_98_05	B5_98_05	B7_98_05	Ndvi_89_05	Ndwi_89_05_Mean	Ndwi_89_05_StdError	B3_98_05_10ha_Mean	B4_98_05_10ha_Mean	B5_98_05_10ha_Mean	B6_98_05_10ha_Mean	Nvdi_98_05_10haMean	B3_98_05_10ha_StdDev	B4_98_05_10ha_StdDev	B5_98_05_10ha_StdDev	B6_98_05_10ha_StdDev	RiseX	RiseY	Height_100	Slope	Aspect	SalineLogDist	DistToRoad	FreshWaterLogDist	Flood	DistEdge	CurVegSat_PC1	CurVegSat_PC2	CurVegSat_PC3	CurVegSat_PC4	ClimTopo_PC1	ClimTopo_PC2	ClimTopo_PC3	ClimTopo_PC4
14.2.1 WCMA	2197483.791	2494283.928	0	1	9312	474	525	36	568	1403	-835	87	281	248	335677	1025058	36	4330	33	80	203	100	100	100	0.358568579	0.135648891	47	35	17.52277374	18	17.55045319	48	34	40	63	113	49	0.20665811	-0.283593118	0.059951324	47	69	132	56	0.200236231	4	4	9	4	-1.677885532	-0.481132597	175	1	254	10.16991997	0	32	1	0	2.668502331	-1.280035853	1.665636063	0.404407531	-1.340321183	0.466748863	0.370236605	-0.669285774
4.1.2 GHCMA	2202090.951	2468884.634	1	4	7219	701	432	46	626	1354	-728	86	272	239	330070	1052138	36	4168	33	86	225	80	83	77	15.65125847	33.69252396	31	26	8.777677536	29	14.91338062	42	29	31	68	92	34	0.353186369	-0.181756422	0.053341959	35	67	105	42	0.318276018	6	4	21	9	15.5687294	8.278058052	210	10	62	12.89879036	30	1	1	25	0.745025694	-3.424076796	-0.84510088	-0.330574304	0.583669662	0.388772786	-1.627400398	1.633944273
14.3.1 WCMA	2201461.608	2507586.482	0	1	9288	483	484	25	533	1420	-887	86	286	254	335685	1031128	34	4333	32	78	188	99	100	95	0.679635763	17.70895195	53	39	20.11336899	28	21.94680786	48	35	42	55	105	49	0.144600466	-0.302286357	0.081980258	48	65	116	53	0.154234022	8	10	8	3	0	0	177	0	315	12.96415997	0	22	1	0	2.869391918	-3.136692762	1.3027637	0.116902731	-1.42526865	0.558325469	-0.200710103	-1.115826726
17.2.2 GHCMA	2206150.698	2429079.84	0	1	8403	353	404	133	633	1358	-725	82	264	223	329369	1004073	32	4297	42	93	215	100	100	88	0	29.99106407	21	20	8.967401505	21	13.93870544	44	32	36	74	110	44	0.328480065	-0.196600273	0.21514529	35	65	100	42	0.289976388	7	15	31	13	-1.412140131	-1.025986552	84	1	234	14.9172802	120	9	2	0	1.48492682	-4.093794346	-3.592833281	0.854218841	-0.414499164	-0.060869809	0.580945849	-0.463703245
17.1.3 GHCMA	2206230.206	2429402.555	0	1	7318	370	381	129	624	1356	-732	82	264	223	326408	906258	32	4201	41	92	215	100	100	93	0	23.50392914	39	33	4.018410206	26	12.25585175	42	31	34	66	100	39	0.302622229	-0.210712582	0.189587712	37	68	105	45	0.302231163	3	5	12	6	-0.552713752	-15.82878304	94	9	182	14.90194988	150	24	2	0	1.080595851	-1.303855658	0.145539641	1.744628787	0.38091439	-2.360021114	0.740463436	-0.487805575
17.2.1 GHCMA	2206302.779	2429153.325	1	1	8284	342	420	131	633	1357	-724	82	264	223	328862	980945	32	4286	42	93	215	100	86	71	34.2145195	41.96216202	54	32	20.38218117	16	15.60842896	43	31	34	63	104	41	0.25195232	-0.287895948	0.140260056	29	57	75	33	0.298053563	7	19	35	15	0.999998987	-5.144483089	85	3	169	14.91359043	42.42641068	4	2	25	1.213259935	-7.649161339	-3.188316107	-0.275499314	-0.342743933	-0.60373193	0.89014101	0.043066509
17.1.1 GHCMA	2206358.895	2429365.93	0	1	7606	357	384	129	623	1357	-734	82	264	223	328537	1002086	32	4279	42	92	214	100	100	85	0	34.06961823	17	20	4.72883749	20	8.93721199	48	34	39	73	116	54	0.244288623	-0.283686221	0.15624395	36	70	104	46	0.329915315	5	5	18	10	1.234260917	-1.234256268	87	1	135	14.90412045	90	20	1	0	1.827600598	-1.605562806	-1.67789495	0.381797791	-0.168266624	-0.22900705	0.415961683	0.307452828
17.1.2 GHCMA	2206486.685	2429469.427	0	1	7534	353	395	128	629	1356	-727	82	264	223	327425	967425	32	4184	41	92	214	100	100	96	0	12.69052315	20	19	5.005711079	20	7.432005405	46	32	37	71	110	47	0.251406789	-0.269920588	0.16561611	38	71	111	49	0.303417265	2	5	8	6	2.505966425	-6.5282197	87	4	159	14.89925957	150	19	1	0	1.41399014	0.22560811	-0.283756047	1.25757432	0.074920177	-1.075641513	0.570989132	0.139281601
15.2.1 WCMA	2203011.146	2524795.309	1	4	8490	311	581	12	497	1438	-941	86	290	259	334216	1029202	32	4226	31	76	172	95	86	72	15.47224903	37.89941406	72	64	16.46656036	41	24.26494408	46	32	37	53	123	55	0.199342355	-0.387164205	0.023980642	42	61	122	57	0.200330094	9	7	21	12	0.78554523	3.402573109	181	2	13	12.86398983	90	27	1	50	3.224676609	-6.499517441	1.138994336	-0.971238434	-1.588738561	0.181220695	0.49797383	1.476495743
17.4.1 GHCMA	2208296.692	2427214.035	0	1	6948	455	420	132	655	1331	-676	82	261	221	328868	1049370	32	4122	39	96	223	100	100	95	0	16.78333282	25	30	11.08602715	31	10.22094059	48	35	39	70	128	54	0.231098473	-0.333800644	0.094243661	39	68	123	54	0.270227969	3	3	15	7	7.559360981	9.675551414	137	7	38	15.00210953	30	38	1	0	2.438784838	-1.215364814	0.414767057	0.435486346	0.609744489	0.390444458	-0.193449795	1.830533862
17.7.1 GHCMA	2210509.651	2433736.607	1	4	6547	680	236	57	657	1324	-667	82	262	225	311206	979499	32	3726	37	96	225	99	99	98	1.868281603	8.877285957	77	71	10.56228733	66	15.98402691	44	31	36	57	106	44	0.214854077	-0.307072073	0.108000934	38	58	111	47	0.213573262	5	6	14	5	-21.22650337	-1.112508535	165	12	267	14.69217968	787.4642944	33	1	50	2.265794516	-3.656662941	3.162084818	1.555650473	2.05089879	-2.023976088	-2.320738792	-2.167016745
17.7.2 GHCMA	2210696.057	2433779.501	1	4	6839	602	248	57	669	1311	-642	83	261	224	332088	958160	32	4184	36	97	231	100	100	99	0.88908726	1.450262308	69	63	13.82613087	62	15.68421173	47	34	40	62	121	51	0.188396424	-0.354653269	0.076610982	39	60	117	50	0.214644179	4	7	15	6	-8.373850822	-8.979913712	206	7	223	14.69081974	942.019104	37	1	35	2.840908527	-3.27931881	2.7801826	1.170665622	1.193224907	-1.087880731	-0.936592758	-1.713132501
4.1.1 GHCMA	2209807.878	2467303.286	1	4	7986	980	371	44	623	1344	-721	85	271	239	338237	1045174	35	4332	32	88	223	91	97	94	4.805254936	18.52483177	40	29	12.34349632	16	11.71815395	46	32	35	63	98	40	0.266020626	-0.232341483	0.064946488	43	72	121	52	0.25208059	7	6	20	10	1.121988297	1.337135196	239	1	40	12.81377983	0	20	1	50	1.943755031	-2.81012845	-0.879998505	-0.389446914	0.345568687	1.260225415	-2.192054987	-0.557845712
17.8.1 GHCMA	2212209.364	2427161.698	1	4	8859	453	490	113	678	1307	-629	82	259	221	336917	1045528	32	4339	37	100	232	99	87	86	25.96627808	28.33690834	69	53	13.25949764	48	13.56098747	44	31	36	59	117	48	0.259835035	-0.322691143	0.103712738	36	64	114	47	0.277876288	4	3	15	6	0.653877258	1.618404508	205	1	22	15.01963043	30	11	1	55	2.071052074	-4.037669182	1.94023931	0.906579077	-0.193682551	1.077807665	0.720273197	0.837061405
17.8.3 GHCMA	2212225.701	2427391.647	1	1	8903	444	470	113	681	1307	-626	82	259	221	336364	1026206	32	4324	37	99	232	72	79	66	29.28993034	39.86677551	58	44	10.94140244	37	13.27719593	43	30	34	61	103	43	0.294831038	-0.221609503	0.100430265	33	63	104	43	0.314400643	7	4	21	10	-1.234254718	-1.234262466	202	1	225	15.01008987	60	4	2	25	1.254635572	-5.037610531	0.019112404	-0.170443758	-0.171242237	0.711137474	0.783527434	-0.590618253
17.8.2 GHCMA	2212221.329	2427994.149	0	1	7302	730	420	112	669	1314	-645	81	259	222	332204	1060874	32	4208	38	98	229	100	100	97	0	12.01449394	39	32	9.176055908	30	15.0717926	53	37	44	69	160	72	0.219060808	-0.380030662	0.088006251	44	69	147	65	0.21710892	4	4	18	8	8.682167053	8.682178497	199	7	45	14.98392963	241.8677063	26	1	0	3.827786207	-1.624355197	0.464477718	0.06406121	1.003810763	1.023337841	-1.255383134	1.040151954
14.1.1 WCMA	2210151.728	2494827.523	0	4	9073	273	477	41	538	1420	-882	86	284	251	334331	1026382	34	4328	33	79	188	93	94	99	9.73432827	5.518088341	56	36	21.1808548	17	17.2138195	47	33	36	57	99	41	0.190210417	-0.303095847	0.067923322	50	69	115	52	0.169109523	8	9	12	7	1.732494235	0.212725595	151	1	83	0	0	15	3	0	2.533904552	-3.33922863	0.519127309	-0.19965601	-1.585842371	0.221278518	0.544515073	0.872277617
3.6.2 GHCMA	2213430.379	2427811.847	0	1	7232	623	393	84	664	1319	-655	82	261	222	329352	944252	30	4131	37	98	226	100	100	100	0	0.279473782	18	23	6.081979752	33	15.78852844	51	36	42	70	129	56	0.254208833	-0.258779347	0.200034782	40	66	123	53	0.238583937	2	4	6	3	-5.413235188	-9.009202003	169	6	211	15.00061989	550.7268066	45	1	0	2.263661146	0.393097222	0.963614881	1.72704649	0.893129945	-1.228771091	-0.21918875	-1.304682374
3.6.1 GHCMA	2213538.741	2427616.187	0	1	6980	604	422	82	655	1328	-673	82	261	222	327213	966059	30	4065	39	97	222	100	100	100	0	0.078811042	28	26	5.923721313	24	8.057022095	48	35	39	68	122	51	0.271891117	-0.237729385	0.17650862	42	68	130	56	0.232595488	2	3	9	5	-4.587592602	-5.277453899	156	4	221	15.01004982	426.3800964	43	1	0	2.060779095	0.432762623	0.672435403	1.35763073	0.810775101	-0.95684427	-0.152580172	-1.021044254
2.1.1 WCMA	2208785.966	2566824.042	1	4	8933	368	497	26	417	1488	-1071	84	299	269	334046	1035491	28	4305	29	71	137	25	56	71	32.87385559	34.42462921	46	38	20.45459557	29	23.3216362	44	31	35	58	100	47	0.258888841	-0.267342597	0.052530587	45	64	121	58	0.182368442	11	8	20	12	2.336652279	2.595118523	152	2	42	11.65865993	120	33	1	25	2.136192322	-6.463600159	-0.566252351	-1.880070567	-2.077513456	0.214654684	-0.159561813	1.131215334
3.1.1 GHCMA	2216231.535	2426078.83	1	1	8632	666	466	62	683	1306	-623	82	259	221	335665	1036933	31	4282	36	100	231	100	100	96	0	16.75447273	46	44	6.894442081	39	13.26714897	48	34	40	61	119	51	0.209198877	-0.328276783	0.098316148	40	65	124	52	0.244130284	3	3	12	6	2.469268084	2.469271183	205	2	45	15.09856987	0	39	1	25	2.405403852	-1.551118493	1.668864131	0.71075201	0.235705048	1.02433598	-0.181886911	0.40158537
3.2.1 GHCMA	2217882.022	2424046.032	1	4	9055	578	471	62	684	1306	-622	81	258	220	335914	1021387	31	4239	38	101	230	98	81	89	33.77262878	27.82245636	72	54	16.98500824	48	15.44222069	43	30	34	59	113	48	0.236640796	-0.329494298	0.095649645	39	62	123	53	0.236295015	4	3	18	9	-1.66007638	0.539383888	199	1	288	15.12125015	30	28	1	50	2.414402962	-5.113516808	1.828743458	0.527118742	0.111756891	0.784555435	0.2526021	-1.250521779
2.2.1 WCMA	2212742.814	2565525.259	1	4	8849	315	492	27	418	1489	-1071	84	299	269	334447	1031321	27	4321	30	72	135	7	30	57	31.49225235	41.72493362	42	43	13.57536316	34	18.12277603	42	28	30	53	91	40	0.270006388	-0.273646921	0.063215196	38	57	99	46	0.213211626	8	6	13	7	1.234257817	1.234259367	154	1	45	12.71531963	0	34	1	50	0.448180735	-4.981936932	0.80869633	-1.589305878	-2.131152153	0.125380397	-0.048619263	1.033623338
3.5.1 GHCMA	2219576.203	2421523.526	1	4	9232	682	479	60	683	1310	-627	81	258	220	335986	1031910	31	4337	39	101	229	7	83	96	28.23051453	15.57737923	56	46	15.92452431	32	14.35549641	40	28	30	59	90	37	0.322452784	-0.212879047	0.06557712	40	65	129	55	0.238335907	4	5	15	7	0	0	184	0	63	15.01836967	721.2489014	37	1	55	1.034013867	-3.803681135	1.297309756	-0.059780065	-0.026033314	1.114916563	-0.005509252	-0.103838615
2.6.1 WCMA	2215983.553	2565307.699	1	4	8783	344	496	31	410	1498	-1088	84	301	270	332925	1029420	26	4295	31	71	133	99	100	99	0.40237391	3.453214407	43	29	16.03715897	22	19.19676971	48	34	38	56	97	46	0.215399668	-0.269714981	0.029620588	49	65	126	63	0.148088068	7	8	22	12	0.091352612	1.743113041	129	1	3	12.08580017	0	44	1	25	2.816378355	-3.449475527	-0.166781396	-1.047222495	-2.119274139	0.025228849	-0.265854001	1.171892405
5.1.3 WCMA	2221165.2	2481861.321	1	4	9138	581	453	69	566	1392	-826	85	280	247	335798	1031685	33	4337	33	83	197	99	100	99	0.358568579	5.318891525	59	44	15.99657726	24	19.50465202	49	35	44	62	137	60	0.168507442	-0.384179473	0.038218137	50	66	141	62	0.142582342	5	5	15	6	0	0	178	0	45	12.75238037	0	37	1	25	3.722354889	-2.409050703	1.731786728	-0.192427531	-1.012500405	0.701847672	-0.512644291	0.200398713
2.2.1 GHCMA	2223132.763	2454334.604	1	4	8726	600	530	51	650	1320	-670	83	267	235	338420	1037367	33	4273	31	94	225	78	74	82	28.34103584	28.88493919	72	62	11.53958035	44	18.20741081	42	29	33	57	109	45	0.261055797	-0.329864293	0.054191437	39	63	118	50	0.244276494	5	3	16	8	1.234257817	1.234259367	259	1	45	14.03857994	0	19	1	50	1.959073424	-4.797190189	2.04153657	0.071437642	-0.225364774	0.99214083	0.087887414	0.450360626
2.3.1 WCMA	2219416.507	2571205.989	1	4	8537	383	494	20	399	1507	-1108	83	302	271	331673	1009331	26	4264	31	71	127	94	88	72	14.30134869	32.12322617	67	63	5.809269905	54	16.90032959	46	31	36	49	105	49	0.174242675	-0.361247271	0.041316159	35	50	100	47	0.187452361	4	3	7	3	0	0	119	0	180	12.12347984	30	52	1	25	1.689929843	-3.12795496	3.633833647	-0.054167818	-2.119765759	-0.277778983	-0.127803206	0.040649731
2.4.1 WCMA	2220422.229	2566269.579	1	4	8919	347	451	25	401	1503	-1102	83	301	271	332869	1015394	26	4318	30	71	130	97	84	89	12.60668755	18.16445732	66	59	10.19967365	57	19.42017937	47	32	35	55	104	46	0.22266008	-0.3093656	0.064781427	37	55	106	47	0.198009759	5	4	6	3	1.581966162	-0.737679839	125	1	115	11.61287022	120	38	1	125	1.937088728	-3.127591372	3.378607512	0.637125373	-2.161170244	-0.200977772	-0.271170706	0.454073191
3.3.1 GHCMA	2227138.965	2418623.898	1	1	9109	475	513	59	661	1327	-666	80	260	220	334026	1020951	30	4344	41	101	220	100	100	92	0	21.76306343	23	25	13.95315266	29	18.50455093	47	33	39	64	116	49	0.248508707	-0.276881337	0.123610049	39	64	122	52	0.241639599	4	4	15	9	-0.242922857	-1.728518724	141	1	188	14.6161499	120	29	1	25	2.233175516	-2.330299616	0.22563462	0.387261897	-0.412442625	0.611916542	1.076576829	-0.281206727
2.5.2 WCMA	2221127.333	2564470.101	1	4	8497	402	492	30	406	1502	-1096	83	301	271	331977	1005373	26	4290	30	71	131	87	67	80	27.58967972	25.38109398	64	55	16.15829468	41	26.13226128	45	31	34	53	103	46	0.233985722	-0.320580304	0.048688587	42	59	111	52	0.182043657	11	8	13	8	1.025985122	-1.412141204	121	1	144	11.6847496	0	33	1	70	2.395073652	-5.883304119	1.210870862	-0.812220573	-2.024798393	-0.365592957	-0.201518595	0.217765808
2.5.1 WCMA	2221402.708	2563560.624	1	4	8594	394	497	30	407	1500	-1093	83	301	270	332400	1014495	26	4253	31	71	132	82	70	70	36.04600143	38.67406082	64	47	15.43141556	30	21.82607651	45	31	34	51	101	47	0.217861935	-0.317747295	0.047850791	41	57	109	52	0.175705433	11	8	17	11	1.447088599	0.976075232	125	1	56	11.54592991	360	44	1	70	2.225437164	-6.457056046	0.168812826	-1.601445794	-2.009609699	-0.189844921	-0.251758277	0.867277265
5.1.2 WCMA	2225433.677	2485265.282	0	1	9572	623	486	69	558	1395	-837	85	281	249	335053	1016265	33	4270	32	83	194	100	98	100	3.140367031	1.519209266	52	54	5.94418478	37	16.63832664	49	35	43	61	127	57	0.179232731	-0.347279012	0.048764158	47	63	131	56	0.144273832	4	4	12	3	-1.526650429	-0.846242785	176	1	241	13.57625008	0	47	1	0	3.055415392	-1.291766763	2.379522085	0.218433812	-1.049902081	0.446385771	-0.386835694	-1.069433451
3.4.2 GHCMA	2228684.21	2417829.129	1	4	8743	530	497	67	671	1322	-651	80	260	219	334113	1016938	29	4288	40	101	222	95	43	81	46.27268982	35.03800583	70	52	15.66722393	55	12.03680992	44	30	35	56	112	45	0.228248894	-0.334751219	0.079758197	36	60	112	46	0.254642367	4	3	16	8	0	0	151	0	153	14.5144701	150	32	1	111	1.800478578	-5.329910755	1.930863738	-0.01156737	-0.221466601	0.618159831	0.882673562	-0.077967629
3.4.3 GHCMA	2229020.575	2417687.147	1	4	9177	476	488	68	672	1321	-649	80	260	219	334478	1026603	29	4335	40	103	223	99	94	82	13.41498852	31.75047112	64	62	4.475329399	52	14.14877701	44	31	35	56	104	43	0.22709693	-0.289926887	0.118118234	36	59	108	45	0.241701141	4	4	14	6	-1.728518963	0.242921084	151	1	278	14.49098015	90	37	1	50	1.703885436	-3.454760075	2.093507767	0.96536696	-0.325281501	0.784737289	0.916864932	-0.885784328
5.1.1 WCMA	2226305.973	2488802.648	0	1	9724	524	492	79	552	1403	-851	85	283	250	335618	1029714	33	4337	32	82	191	100	100	100	0.300792605	0.370390922	51	35	16.99845886	28	16.77806664	50	35	42	63	119	52	0.188153848	-0.310780585	0.035303216	49	65	137	60	0.148665264	4	3	10	5	0	0	174	0	281	13.82217026	0	44	1	0	3.131894827	-1.468766451	2.098496437	-0.022469901	-1.380784869	0.674279451	-0.073243484	-1.000174046
3.4.1 GHCMA	2229783.31	2417286.847	1	4	8189	499	481	79	671	1319	-648	80	259	219	333735	1026853	29	4332	40	103	223	45	87	89	30.06144524	26.54302216	69	60	6.815248966	49	14.13698483	44	31	35	61	110	47	0.278503537	-0.27505374	0.03929206	39	63	119	51	0.23962307	4	3	13	6	3.489947081	0.121875785	159	2	88	14.43787956	169.7055969	43	1	79	1.777449369	-3.709887981	2.145987034	0.04792634	0.025641752	0.621639073	0.601414621	0.543968201
2.1.1 GHCMA	2230384.267	2447190.083	1	4	8441	569	521	41	649	1323	-674	82	267	233	337794	1040593	31	4305	34	97	220	11	12	28	16.5737896	35.217453	53	49	12.73932838	52	15.26766396	40	27	30	61	93	36	0.342914581	-0.222925484	0.057132725	29	60	93	37	0.345683783	4	3	16	7	0.976073384	1.447089911	234	1	34	14.68939972	0	9	1	201	-0.438328505	-4.392917156	1.927996516	-0.44415766	-0.247947901	1.009382486	0.300447017	0.614636242
5.1.1 GHCMA	2232710.236	2397404.449	1	4	7733	421	520	68	715	1292	-577	79	249	206	333951	1023138	29	4325	43	109	239	99	64	78	39.48405457	37.06617355	51	43	10.57039928	35	13.20942783	42	31	34	69	115	44	0.334878474	-0.241806462	0.088176325	36	64	109	47	0.285679519	5	4	18	8	-8.747527122	0.152654514	161	5	271	14.44217014	0	25	1	103	1.511539698	-4.355004787	0.043705981	0.136664152	0.522179544	0.529731274	1.39752984	-0.949821353
4.2.1 WCMA	2228280.899	2527355.896	0	1	8617	357	451	60	441	1475	-1034	84	297	266	332005	1007846	29	4277	31	73	146	100	99	99	1.261140823	2.176882982	30	17	11.05247211	9	7.504631042	53	38	46	63	120	57	0.15509519	-0.318184644	0.031601813	57	73	146	75	0.116862901	5	5	12	8	3.190171003	-1.420349598	123	2	114	11.8129797	0	39	1	0	3.549233437	-0.202561408	-0.183501989	-1.28354466	-1.772906184	-0.372515529	-0.258410871	0.542207539
5.2.1 GHCMA	2234325.504	2399314.84	0	4	9273	422	502	54	713	1293	-580	79	250	208	334948	1019442	29	4329	42	108	236	100	98	99	6.549082279	3.260351419	24	29	7.546364784	21	12.67479324	44	32	35	69	116	48	0.325805545	-0.240284488	0.169994146	39	70	116	49	0.289129645	3	4	8	4	-0.333053529	-1.713436246	166	1	191	14.27707005	0	36	1	0	1.49444747	-0.249869704	0.398301989	1.579888463	-0.075587913	0.708789527	1.513447046	-0.226873726
6.5.2 GHCMA	2236351.034	2408956.373	0	1	8891	444	494	127	697	1299	-602	79	255	215	335625	1024996	29	4305	40	108	230	100	99	97	2.308369875	11.27973938	13	19	12.96772575	19	11.42810059	47	34	43	66	115	49	0.248893157	-0.248293057	0.108429432	40	66	113	48	0.249176353	4	6	9	4	-1.745505214	-6.64E-06	181	1	270	13.83911037	0	30	1	0	1.77446723	-0.507673085	-0.010881737	0.344100326	-0.028762653	0.771334767	1.108062625	-0.78047657
6.5.1 GHCMA	2236417.206	2409760.076	1	4	8652	418	493	174	689	1302	-613	78	256	216	335550	1029235	29	4340	40	107	229	100	100	84	0.654653668	30.95233727	32	26	10.81467247	28	12.7200079	47	33	38	69	120	50	0.298229933	-0.272650182	0.10737323	37	66	112	48	0.28216207	4	6	15	7	0	0	178	0	259	13.82695007	90	20	1	25	1.844508767	-2.094219685	-0.23322016	0.52021879	-0.118479721	0.837710083	1.232199311	-0.546588778
6.1.2 GHCMA	2237250.786	2416288.576	0	1	8439	511	457	248	695	1297	-602	79	258	220	336800	1023492	28	4311	38	108	228	100	100	91	0.53895843	20.58708191	39	42	9.09107399	40	15.97737408	43	31	37	66	114	46	0.273042053	-0.27130121	0.089207053	36	64	109	44	0.286281556	4	3	12	6	1.496191502	-0.898999035	212	1	121	13.85097027	192.0937042	38	1	0	1.70919311	-2.069478512	1.300314665	0.8774032	0.147888064	0.73116976	0.605637789	0.0717315
6.1.1 GHCMA	2238325.196	2415809.353	1	4	8756	570	476	254	700	1292	-592	79	257	219	337648	1042318	28	4352	38	109	231	100	100	85	0.497613341	28.84573746	58	59	6.895478249	47	17.01153183	43	32	38	64	120	47	0.273456872	-0.277553856	0.076365508	34	64	106	43	0.305659384	4	7	11	5	-1.480276585	0.92497009	220	1	302	13.73163986	324.4996033	14	1	79	1.785241604	-2.896656275	1.665893197	1.19149816	0.143965229	1.203873396	0.469681621	-1.235303998
6.4.1 GHCMA	2239598.034	2421419.246	1	4	9182	546	481	81	703	1289	-586	79	259	222	338713	1039474	28	4338	36	109	229	90	61	77	38.91828918	37.34894562	72	67	4.675671577	38	20.78642273	40	30	32	56	109	43	0.258885294	-0.321256369	0.080717035	38	62	115	48	0.248443171	8	5	21	10	0	0	244	0	63	13.91129971	30	27	1	106	1.923642874	-5.933725357	0.716927946	-0.336074442	-0.094975755	1.1553756	0.608955562	0.267441094
6.4.2 GHCMA	2239929.115	2420263.934	1	4	8239	506	483	92	696	1291	-595	79	259	222	336981	1006517	28	4261	36	108	228	99	98	91	3.893829107	22.88706589	52	49	10.42341709	45	19.37718773	43	31	34	65	112	46	0.323237985	-0.24366045	0.123177975	36	65	111	46	0.289619446	4	5	11	5	-1.475806117	-3.164898157	234	2	205	13.81527996	60	20	1	55	1.720992088	-2.835430861	1.589918613	1.607154012	0.289070576	0.351399601	0.694551528	-0.631142139
6.6.1 GHCMA	2240866.468	2413451.916	1	4	8143	552	427	235	705	1292	-587	79	257	218	334931	1012937	28	4213	38	110	231	24	50	40	43.85484695	41.16610336	9	10	4.302823067	17	11.99232101	46	30	34	64	81	37	0.309140086	-0.144431561	0.104071371	32	61	84	37	0.316936135	6	4	16	8	1.594599485	-0.709958375	209	1	114	13.35618019	30	47	1	25	-0.523460269	-3.012049437	-1.677256465	-1.606495142	0.4410339	0.421825111	0.333827287	0.087824777
3.1.1 WCMA	2236278.255	2540120.446	1	4	9035	309	482	2	437	1479	-1042	83	299	270	334595	1027722	25	4353	29	76	143	3	40	57	35.43854523	42.77196503	42	48	12.27715683	31	19.94917488	40	27	30	55	91	41	0.311017156	-0.229895934	0.048306946	40	61	110	52	0.220905304	10	8	18	11	0	0	149	0	252	12.07882023	60	55	1	79	0.783076644	-6.095665455	-0.393075913	-1.957660437	-2.156678438	0.179136455	0.066698924	-0.37301299
4.1.1 WCMA	2236900.506	2529773.795	1	4	9216	328	467	30	439	1476	-1037	83	298	268	333736	1025712	27	4345	30	75	143	78	38	39	31.11254501	38.54236603	75	67	14.36861706	49	25.24454117	47	31	35	53	110	50	0.215184286	-0.331694067	0.029617654	38	56	107	49	0.212026983	11	8	17	9	0	0	131	0	281	12.68101978	210	1	1	75	2.137308598	-7.022642136	1.488954306	-1.379755497	-2.150714636	0.128465533	0.020439854	-0.565597296
4.3.1 WCMA	2237784.403	2527579.588	0	1	9281	377	415	40	441	1473	-1032	83	298	267	333607	1019036	27	4334	30	75	144	100	100	100	0	0	3	5	4.300055504	7	6.774587154	66	47	62	75	139	65	0.10850729	-0.324013382	0.075377852	59	72	135	62	0.107257515	4	4	4	2	0	0	132	0	162	13.11633968	60	26	1	0	3.993168831	2.50592041	-0.353009075	-0.991912544	-2.006346703	0.060864162	-0.442882746	-0.090985283
6.3.1 GHCMA	2243830.455	2413625.156	1	1	8371	458	474	148	704	1287	-583	78	256	218	337105	1043573	28	4286	38	110	232	99	91	90	11.5393734	21.19920921	25	24	5.650958538	23	9.568593979	43	31	34	65	95	38	0.30136919	-0.191365376	0.088119105	38	65	109	46	0.270302951	4	5	16	7	1.420353532	3.190169334	224	2	24	12.90913963	0	34	1	25	0.947868586	-1.574860215	-0.528004527	0.069795825	0.266368657	1.032755375	0.635814309	0.934499204
6.2.1 GHCMA	2248482.385	2414956.914	1	4	8919	431	508	108	676	1301	-625	77	258	219	332490	1005969	27	4114	39	107	220	94	72	86	32.11927032	22.77258492	47	38	18.77472878	25	15.81490612	45	31	36	59	101	45	0.27377668	-0.232895911	0.118125424	39	63	109	47	0.239776894	5	6	17	5	0	0	187	0	45	12.17117977	180	14	2	25	1.574455619	-3.96552968	0.54250735	0.294555217	-0.041238982	0.217104599	1.19329989	0.789102376
7.3.1 GHCMA	2252001.584	2407107.837	1	1	9317	397	485	99	697	1289	-592	77	254	214	336311	1026213	28	4305	39	110	228	90	73	86	30.79656792	22.7040081	41	39	9.240696907	29	11.53587818	40	30	33	60	95	37	0.311373353	-0.211746529	0.1084411	36	63	104	44	0.266607523	3	5	14	6	0	0	196	0	135	11.29174995	30	46	2	25	0.734436631	-2.842447996	0.532320261	0.451081485	-0.165788248	0.855988681	1.366561174	0.166594893
9.1.1 WCMA	2248146.57	2519670.07	1	4	9056	413	531	48	455	1465	-1010	83	295	265	333638	1026372	28	4321	30	76	150	96	59	28	30.87979698	29.69433403	69	63	6.199078083	45	24.60577965	50	33	38	57	116	54	0.181323066	-0.372824192	0.048272915	31	57	93	41	0.291588753	4	3	15	8	0	0	136	0	342	13.22881985	300	3	1	225	1.740869761	-4.738655567	2.420575142	-0.404336184	-1.963174343	0.237815976	0.182147235	-0.962248087
